,0
0,小腸はその内壁にたくさんの襞を持っているが，その表面には長さ０．５〜１．５ｍｍ程度の無数の突起（絨毛）がある．絨毛の表面には１層の細胞層があり，これ
1,ていく（Ｍｅｙｒｏｗｉｔｚ，千九百八十五）。八十年代以降、空間の電子的溶解についての同様の議論は無数に登場してきた。たとえば、「ビット・シティ」についてウィリアム・Ｊ・ミッチェルが示したのも、こう
2,ながらデスクを離れ、窓に近寄った。笑いすぎて目の前に広がる夜景の無数の灯が滲む。ふいに扉をノックする音が聞こえた。笑いながらも
3,な旦那衆や筏を操る川並たちで賑わったのである。縦横に走る掘割りに丸太が無数に浮いていたこの木場一帯だが、今では舟で行っても、筏の
4,にみずからの手によって植えつけさせてきたのです。学校とは、校長や教員たちによって、無数の規則の森のなか、紙のうえで運営されているものなのです。★２
5,わからなかった。達郎は、自分の肉体の持つ勘に信頼を寄せ、海底から無数にゆらめいている海へびは、きっと毒を持っているに違いないと解釈した。毒がなければ
6,のあるいは混合されたタイプや種々の文章の材料や色やそれぞれ効用に応じた無数の変化をともなった印象的な印刷術。またカール・タイゲは、雑誌『パモス』の第四号につぎのよう
7,たいのだろうか？突然、彼の体は爆竹で吹き飛ばしたパズルのように、無数に散らばった。最後には顔まで分割された。鼻と唇と目は離れ離れ
8,が、それぞれの精子は生物学的に少しずつ異なった遺伝子の組合せをもっています。無数の精子のなかのどの精子が卵子に達し、受精するか、だれかが決定するわけ
9,．つまり，所得が増大すれば，企業の利潤が増大するのである．しかし，独占的企業は，無数に存在する企業の一部にすぎないため，彼が生産量を増大させても総所得に影響を
10,、大空に大輪の花が咲き開いた。花火はつかのまキラキラ空中で輝いたあと、無数の流れ星のように海の上にいっせいに降り注いだ。まもなく夜が
11,いえぬほど気持の悪い光景だった。ざわざわとうねっている巨大な、三〜四タールもある無数の細いミミズの群！（げえ…）恐れはしなかったが、ヴァレリウス
12,に包まれたもろい肉体）だが愛はあるだろう偏見も勇気はあるだろうおびえも無数の言葉はあるだろう（おお見知らぬ神よ！）沈黙もただ人ゆえにたったひとり
13,から大波が寄せてきて、膝を濡らした。叩きつけた波と一緒に、無数の樒の葉が浜に押し戻されていた。その表に書かれた経文は
14,ない田舎の夜の空は、漆黒の闇と言ってもいい程だ。その中に無数の星が煌いている美しさは、信じられないほどの奇跡に思われる。星の
15,至らぬまでも病床に臥すものもあったであろうし、六位以下はこの調子だと無数であったろう。天平九年という年藤原四卿の死この年正月二十七日遣新羅使が帰国したが、
16,ここで原点に帰って営業の業務とは何かについて考えてみましょう。それは無数の仕事から成りますが、大別すると、日常業務と重点業務に分けることができます（図Ⅶ
17,に、灰色の塊りが見えた。飛行機が高度を下げるに従い、天を突き刺す無数のコンクリートの棒のような奇妙なものが、眼に入った。ハドソン川とイースト川
18,一方、ミームはひとりから全員へ、全員からひとりへと移っていく（ジョルジュ・シムノンは無数の女とセックスをした。たとえ全部の相手に妊娠させたとしても、彼の
19,そして、君が受け継いだ『トウビョウ』は、確かに妖しだ。…そこにいる無数の蛇たち…。それは、山間の集落という閉鎖空間に代々暮らしてきた人々の、
20,て『四魂集』を刊行してやるよ」易順鼎は大変な詩才を持ち、ふだんから無数の作詩がある。最も得意な作品は台湾の二年間の詩で、『魂北』
21,でも、情報ハイウェイの膨大な画像カタログから好きなものを選ぶことができる。ビデオクリップや音声入りアニメも無数のサンプルから入手できる。いまなら何日もかかるビジュアルの組み込みも、数分でできるように
22,進展は、われわれの生活に対しさまざまな便益を提供したが、他方で新たな無数の危険を生み出した。これらの危険のうち、みずからの不注意や不可抗力による場合を
23,は、発車三十分前だった。構内は、年末の帰省客でごった返していた。この無数の人の群れのどこに、亜紀子がいるものやら見当もつかなかった。切符
24,んじゃない。存在自体がまったく同じことなんだ…。そうよ。だれしも足の裏に無数の虫ケラの屍をつくりながら生きているんだから。そして、その虫ケラからすると、自分を
25,間もなく数知れない程になる状況を想像して頂きたい。そのＶＡＮの大群に無数のプログラムやモデルが組み込まれ、それがこれまた無数のメッセージを絶え間なく変えたり、
26,。「苦しめ苦しめ、蠍の毒はじわじわ効くそうな。狭いまっ暗な箱の中で無数の蠍に刺され、幾日ものた打ったあげく死ぬがよい」英浦ひとり
27,ようになると言うと孔子生前は皆笑ったろうが。一種弟子のルサンチマンを割り引いても無数の諸子百家が淘汰されて孔子儒教が残ったということは不易の真理を示したから
28,公園でＳさんが撮影した写真。「このあたりでは、以前から夜になると無数の霊気が漂っているのが感じられました。この夜、公園の入り口にある
29,もＮ響の名誉指揮者の地位にある。今後、彼のブルックナーやワーグナーを聴けるチャンスは無数にあるのだ。こんな幸福があろうか。欣喜雀躍とはこのことだ。マタチッチは
30,、こういう言葉で頑張っていますけれども、この言葉には今みたいな経験が無数に積み上げられていると思うわけです。そして、高橋先生は陳述の中で、教師が
31,ふと見ると地平線の彼方にかすかに動くものがある。最初は黒点であった無数の影が、だんだんと蟻のうねりのようにこちらにむかって来る。無数
32,客の靴をみな持ち出してしまったのではないか。あるいは、あるいは…。段ボール箱につまった無数の靴は私を混乱させた。何かそれらしい答えを導き出して混乱を鎮めたかっ
33,のように稀薄な男が、いきなり漆黒の虚無と化し、その暗部から白く吹きとぶ無数の雪片が、冷酷な殺意の刺をたぎらせてなだれかかってきたのだ。
34,千四百ｇの重量を持つという、なかなかに重い臓器である。そこには約百四十億個の神経細胞と無数の血管とがビッシリと詰まっている。心臓から送り出された血液は、大動脈を経
35,に似た柔らかな音を立てながら受け鉢へと滴っていた。世の中には無数の危険があるように思えるわりには、そのような不慮の事故が比較的少ない
36,ような足どりで、飛空船のなかを歩いていった。壁にはりつけられた、無数の戦利品に目もくれなければ、すさまじいにおいも気にしない。足切りスクリードにとって、
37,、モーゼルの照準を合わせている。が、虚無をかたちにしたような、無数の銃口に対峙しながらも、朝比奈侯爵は微笑を消さない。「あいにくだったな
38,結局は、環境保護主義的な情熱と、八十年代の野放図な自己中心主義の中間に、工業化社会に内在する無数のデザイン問題に対する前向きで面白味のある答を見つけなければならないことになります。私は、今後二十年以内
39,あり、散策できる。山頂は崖に囲まれている。その崖にはビニール類のゴミが無数に引っかかっている。弁当や菓子を包んでいたものだろう。崖に引っかかったゴミは
40,。だが、中枢神経となると、電話ケーブルのように、グラスファイバーみたいな神経繊維がそれこそ無数に走っている。電話ケーブルなら、まあなんとか混線しないようにつなげるだろうが、中枢神経の
41,何ものでもない。ひるがえって考えてみれば、現代科学でまだわかっていないことは無数に存在している。むしろ科学でわかっていることのほうが、はるかに少ないというのが
42,、築地塀がめぐらされています。館の外は町になっていて、民家が無数に軒を並べていますが、どの家の屋根も甍でおおわれています。
43,られる割れ目噴火の規模の約十倍。文字通り桁違いだ。一つの割れ目から始まった噴火はやがて無数の割れ目噴火となってひろがり、大地を真っ赤な溶岩流で埋めつくしていったと考えられる。
44,繰り返しになるが、集会を取り巻いて見物し、機動隊との衝突騒ぎを期待し、あおる無数の「市民」がいた。「今日は何時から（騒ぎが）始まるんです
45,十日）によれば、二千二年の「上海市居住証」取得者は、一万余人に及んだ。こうして、無数の「上海の〇〇人」が出現した。旧上海人の街になりかけていた上海は、
46,扉の向こうから声が響く。ここは行き止まりの四十四号室、おまえはもう終わりだと無数の四が嗤う。違う！この現実は違う。私は窓辺へ走っ
47,ません。御自身の宗教的理想のために日向に無謀に出兵をし、あなたをはじめ無数の将兵を無惨な死に至らしめた方が、御自分は生きて津久見に隠棲し
48,とだけ遊ぶんだ！」キュベレイの背中のスカートが跳ね上がり、その裏側の射出口から無数のファンネルが飛び出した。「なんだ！？」ジュドーには、無数の
49,稼動が可能であるかのように思われがちだがそんなことはない。現実のラインは無数のトラブルに見舞われる。トラブルへの対応は、ラインで動く技能者と、機械の
