,0
0,失墜をはかったり、賢人たちを追放する。そうすることによって、彼らが「暴君」の不正の数々を発見・批判し、民衆を煽動して「暴君」への反抗を企てるのを未然
1,及び技能を有すると認定したもの（試験の無効等）第十五条厚生労働大臣は、試験に関して不正の行為があつた場合には、その不正行為に関係のある者に対しては、その
2,。四十七メーターの巻き戻しをしてもバレる時代がやってきたもしも不正が発覚したら、購入後一ヵ月、あるいは大手業者のハナテンのように一年以内であれば、購入時の
3,私が最も憎むのは道義心のない人、本業の百姓仕事には精出さず、不正な利益を貪る人である。郷里の輿論を支配できる者は、官吏に推薦してやるから
4,になっていた。書記官に渡すときにすり替えるという案が出たが、それでは不正な布告として、取り消されるおそれがあった。なんとかして評議院にこちらから出した
5,一部の停止を命ずることができる。一第十二条第二項の命令に違反したとき。二不正の手段により第三十五条第一項の許可を受けたとき。三第三十六条第二号イ、ハ又は
6,のいうとおりです。言葉遣いにもっと注意しなさい。ピエロＤ先生、先生はいつもわたしたちに不正を認めたら全体が悪くなる。小さな不正でも見逃すなとおっしゃっております。教師
7,は外から入ってきたのがどこかへ消えちゃった、こういう意味の不正であって、もともといたのが不正だとかどうとかという数字とは無関係
8,の成立が認められた事例」判時千五百十五号二百五十二頁（千九百九十五年）参照。つぎに「不正な指令」の例としては，プログラムを改変することにより，自己の口座への不実
9,逆転判決を下したのである。高裁判決で注目すべきは、内部告発行為につき、「内部の不正をただすという観点から、むしろ信用金庫の利益に合致する」としている点である。つまり
10,を必要とするんじゃないかと実は私は思っているのです。その前に、東都産業社の不正について通産省はどれくらい把握をされているのだろうか。通産省と私はきょうまでの
11,場合のほか、特定計量器の検査の業務について不正の行為をしたとき。三不正の手段により前条第一項の登録を受けたとき。（名称の使用制限）第百二十四条計量士
12,すべて説明欄でリンクしてこれはすべて私ですよって公開しています。公開していないと不正の疑いがかけられる元になりかねないし。ちなみにお金さえ払えば何個でも
13,は３位になりながら、結局は失格となり、記録も無効となった。不正がダメなことはこれで思い知ったはずなのに、二千二年にもまたアメリカ・チームに
14,は、たとえばスーパーマーケット、コンビニエンスストアなどの金銭を取り扱う商売で、アルバイト、パート員が金銭を不正に着服している疑いがあるときなどは、店主は探偵社にその事実関係の解明を
15,当該許可を取り消すものとする。４厚生労働大臣は、許可外国医療関係者が、業務に関し犯罪又は不正の行為を行ったとき、その他政令で定める事由に該当するときは、当該許可を
16,意味している。ひとびとの間において不正義という悪徳が存在するということは、彼らの間で不正が行われていることを含意する」。換言すれば、「ひとびとは自分には、無条件
17,のみの財を奪っていた間は、彼がその強欲さを満足させても必ずしも不正とは見なされず、人の嫉視も招かなかったとしても、掠奪は次第に度
18,単独登攀の記憶がある。社会の矛盾に目覚め、それ以上に己れの内部に他の不正を糺すに値しない汚れを自覚して煩悶した思春期、昼なお暗い原生林を彷徨い、
19,法第二十九条）。１成年被後見人もしくは被保佐人または破産者で復権を得ないもの。２不正の手段により許可を受け，または建設業法の規定に違反したことにより許可を取り消され
20,するために，余計に取ることは醜いことで，不正なことであると言い，また不正を行なうとは，そのこと，つまり他の人よりも多く持とうと努めることだ
21,あるだろうか。だからといって、わたしには、世のなかのさまざまの不正にたいし、だまっていることができないのだ。なんとかしなければ、日本がいまにたいへんなことになる
22,属さない陳水扁が当選した。また，千九百六十五年以来政権にあったフィリピンのマルコス大統領は，八十六年選挙の不正に抗議する民衆運動に追われ，その後は民主選挙による政権が続いている。インドネシアでも
23,なくなってしまった、政治権力に何はともあれ服従しなければならないところでは、その権力が正当か不正かはさしたる問題ではない。聖アウグスティヌスはそのような服従義務の根拠を、聖書の記述
24,送りつけた決議は、以下のように宣言した。「われわれ請願者は、こうした不正の行為がアイルランドに対してなされるのを目撃している。同じような憎むべき暴政がわれわれ自身
25,が太田大臣が発した最初の言葉であった。すぐさま白須事務次官を呼びつけるや、「三笠フーズ」の不正を告発する複数の情報が農林水産省に寄せられていたとというに、その上
26,行政行為を行ったり、いちじるしく不合理な内容の行政行為をしたとき―たとえば、少々の不正に対し不相当に苛酷な懲戒処分をしたり（比例原則違反）、特定の個人をいわれなく
27,を確認することができ，記入された住所に間違いなくその人が住んでいるかなどがわかり，不正な入会をはじくことができるのである。「きちんとしたお客様に対して，きちんとしたサービスを提供するという
28,があると認めるときは、許可製造数量を減少させることができる。３経済産業大臣は、確認製造者が不正の手段により第十一条第一項、第十二条第一項又は第十三条第一項の確認を受けたときは、当該確認
29,（国民の理解を深めるための措置）第十六条の二国及び地方公共団体は、携帯音声通信役務の不正な利用の防止の重要性について国民の理解を深めるため必要な措置を講ずるよう努め
30,の実施に関する事務をつかさどる者は、その事務の施行に当たつて厳正を保持し、不正の行為がないようにしなければならない。６国土交通大臣は、浄化槽設備士試験に関して不正の行為が
31,での動きをチェックします。財務体質の変化、業績の変化、税務リスクの有無、不正の有無、退職金などの目に見えない負債の評価などのチェックと理由の確認
32,が行きますと熱心にそういう質問をよく受けます。ぜひとも実現してほしい。もちろん、不正などは我々が相互に監視をしてそういうことがないようにいたしまするという
33,、知事にたいし、なんらかの勧告をおこなうことになる。仙台市民オンブズマンの庫山恒輔事務局長は「（不正があったとされる）千九百九十五、九十七年以降についても監査委が同様の調査をおこなうよう
34,立って臨んでいかざるを得ません。ただ、東電の対応は、さすがに不正が発覚してから、四人の社長経験者の辞任も含めて、社長をはじめ一生懸命やっているという
35,に関与することが多かったが，最近では，不良債権の回収に絡んで競売に不正に関与する事案が目立つようになっている。（３）えせ右翼，えせ同和行為への移行
36,が表に出て、日々の生活に革命的な変化が生じそうです。ただし、不正や怠惰も表に出るので対策を。。。物事のスタートに好機です。
37,の不正会計処理などは公金横領の最たるものだし、その他の警察でも同様の不正が行なわれていることは明白。彼らにごまかされたお金は数十兆円にものぼるはず
38,の規定による命令に違反したとき。当該違反に係る端末機器の認証設計四認証取扱業者が不正な手段により登録認定機関による設計認証を受けたとき。当該設計認証に係る設計五登録認定機関が
39,たとき。十前各号に掲げる場合のほか、介護老人保健施設の開設者が、居宅サービス等に関し不正又は著しく不当な行為をしたとき。十一介護老人保健施設の開設者が法人である場合において
40,」（２）同、七．一七。「かれは真実であり、かれのうちに不正はない。」（３）同、七．一八。ギリシア語の原文が添えられている。
41,主張し始めた。信者の獲得をねらって創価学会切り捨てに動き、返り討ちにあって次々と不正や陰謀が明らかにされてしまった日顕にとって、この法主絶対論は最後の手段であった
42,高かったという。これらのことを考えれば、郵政職員らが販売目標達成のために意図的に不正を行ったと考えるのが自然ではないだろうか。いずれにしても民間であれば、顧客
43,になって、毎日を忙しく、併し楽しそうに送っておられます。社会の不正に対しては、身を震わせて怒り、病んでいる娘を持つ母親に会えば、必ずしも
44,主眼がどうも事業監査の方に置かれているような印象も受けるんですけれども、不正の摘発ということになるとやはり出納監査の方に重点を置いていくべきだろうというふう
45,と国民会議派が、直接の契約関係にない「非契約受益者」と記載されていた。実際に不正な利益を得ていたとすれば、スイス企業との共謀や原油購入権の売却などの様々な
46,ことを命ずることができる。第四章雑則（情報の提供）第十六条国家公安委員会は、携帯音声通信役務の不正な利用を防止するために携帯音声通信事業者が講ずる措置に資するため、携帯音声通信事業者に対し、役務提供契約の締結の
47,倒すだけでなく、敵を解体せねばならない。つぎに必要なのは、植民地当局あるいは不正な当局を正当性を欠くものとして弾劾し、簒奪者の権力から逃れて生きるのを助ける
48,ことが、公取の制度に対して一つの挑戦である。公正取引という形の中におけるこの種不正なる行為を正さんとする立場に立つ取引委員会としては、この種事業を計画し実行するという
49,パスワードにするなどの対策を講じることが必要になります。なりすましユーザＩＤとパスワードを不正に取得して、利用者になりすましてサービスを受けたり買い物をする行為をいいます。
50,たし、特権的な生活を営むものは出たようである。しかし、その特権は不正な手段であれ何であれ、ともかくも、外部からの援助に基づくもので、日本の
51,、当該調査の結果について虚偽の報告をしたとき。六施設介護サービス費の請求に関し不正があったとき。七介護老人保健施設の開設者等が、第百条第一項の規定により報告又は診療録
52,。○備前―大坂東町奉行・戸塚備前守忠栄。ついで九月十日には米仲買にたいし、米価騰貴の原因となる不正の売買を禁じ、翌々十二日には町々または個人の囲い米を随意に売却させ、さらに
53,か？ニッポンの二大良識派メディアの事件報道、トラブル処理のあり方に、その隠蔽体質を見る！「不正や逸脱した面を強調すると、部落に対するマイナスイメージをかき立てることになり、結果的に差別を助長する
54,業務上アクセスできることであると普通考えてよいでしょう。もし、プログラマーが、アプリケーションの中に不正な加工を施していたとしても、実際にそれを動かす機会がなければ、彼らに
55,の戦争、もう一つが不正の戦争です。正義の戦争であれば許されるが、不正の戦争はやるべきではないという考え方です。もともとはキリスト教の中にみられた考え方
56,、又はその要求若しくは約束をしたときは、三年以下の懲役に処する。これによって不正な行為をし、又は相当の行為をしなかったときは、五年以下の懲役に
57,。四第十一条第三項、第十五条又は第十七条の規定による命令に違反したとき。五不正の手段により指定を受けたとき。（聴聞の方法の特例）第二十一条第十五条の
58,。宏とそのグループが、隆治に極端ないじめを働いたことも、ドンコ釣り大会の不正のことも、クラスの話題には上らなかった。ドンコ釣り大会のときの、宏たち
59,「不正な登録を防ぐため」とありましたがあの数字を入力することによってなぜ不正な登録が防げるのでしょうか？？お詳しい方、ぜひ教えてください。ＹａｈｏｏのＩＤを自動的
60,。しかし、彼らにとって本当に重要な問題に関連しておこなわれている組織ぐるみの巧妙な不正については、黙して語らないのである。第二のカテゴリーは、いわゆる「新聞ダネ」から
61,あったと思います。ただ、これと並んで、朝鮮半島からの密入国者に対して登録証明書を不正に譲与して、それを売却するなり譲渡するなりして、そしてこれを使用せしめて正規在留者
62,の八第五項各号（第三号を除く。）のいずれかに該当するに至つたとき、又は不正な手段により同条第一項の規定による指定を受けたときは、当該指定を取り消さなければならない。
63,内部告発に追い込む現実の内部告発を分析すると、「内部告発をした社員が社内の不正を発見し、喜んでそれをマスコミに売った」というケースは、ゼロとまでは
64,で行動しており、実際に疑惑解明につながった部分もある。職員の行為は内部の不正をただすという観点から、むしろ信用金庫の利益に合致する」として、懲戒解雇を無効
65,。たとえば、社員が窃盗などの刑事犯を犯した場合は別として、会社内で不正を行なった場合はだいたい、外部にそれを洩らさない。それを公けにすると
66,津本の間で、何か不正が行なわれているのを知っているだろう」「不正っていうほどじゃないけど、ウチの解剖学教室が預かっている献体を、上州医大に鶴田先生の尽力
67,エラーが発生しました〔Ｎｕｍｂｅｒ〕５〔Ｄｅｓｃｒｉｐｔｉｏｎ〕プロシージャの呼び出し、または引数が不正です〔Ｓｏｕｒｃｅ〕ＴｒｎｓＭｓＷｏｒｄエクセルの場合はＴｔｎｓＭｓＥｘｃｅｌ
68,とはいえないために窃盗たりえない。さらに，自己の口座に他人の預金を不正に付け替えた後，いまだ現金化しない間に自動振替によって，電話料金，電気・水道料金等が引き落とされた
69,同様の事務処理をその日のうちに行わず，１カ月間保管，二重チェックののち処分する。不正に作成された預金証書を担保に，二千六百億円にものぼる大金が融資されたが，
70,、核心を突いている。すなわち、本当の勝利が得られるのは、むしろ、「不正をも甘んじて受け」、「だまされて」いるほうを選ぶことにあろう。
71,は、けっして陽気で進歩的なものではありえない。右にいう「最大の不正」とは政治権力を指す。しかし、この政治権力のもつ最大の不正さのなかに、
72,と認められる範囲が，多かれ少なかれ，狭くなるだけである。（２）「不正」は違法と同じ意味であり（可罰的違法性までは不要），侵害者が責任能力者であることを
73,事を「自らの没落」において「経験」せざるを得なくなる、ということである。では、単なる不正ではなく、「最高の正義」がそれになるとされる「最高の不正」と
74,一第六条の登録を受けないで第三者発行型前払式証票の発行の業務を行った者二不正の手段により第六条の登録を受けた者三第十五条の規定に違反して、他人
75,百万円以下の単位は無視したりすることもある。というのも、大局的な観点から企業の不正の有無を見ようとしているときに、細かいところまで見てしまうと、全体を見失う
76,はリーダーシップを発揮すべきだ。首相最初の口座（の調査）をやって、不正な金があったと分かったから告発した。捜査権限を持つ警察に捜査させること
