,0
0,たプレートとトンネル名の扁額が左右にあるほか、扁額の下には工事期間などの諸元を記した銘板が取り付けられている。写真４は、姉沼トンネルの銘板を示したもの
1,書かれている文字は読めません。未だこのトンネルの正式名などは分かっておらず、諸元を知るにはどうしてもプレートの読める位置まで近付く必要がありました。意を決し
2,（オ）自動車用リムの輪郭（カ）自動車燃料消費試験方法（キ）産業車両及び建設車両用タイヤの諸元（ク）産業車両及び建設車両用リムの輪郭（ケ）冷蔵・冷凍自動車の保冷車体２自動車の
3,施設の概要と諸元は表６．８に示すとおりである。表６．８Ｎ市駒木台都市排水路浄化施設の概要と諸元（Ｎ市河川課資料より作成）◎設置年月平成元年３月◎総事業費千九十二万円◎浄化方法直接浄化方式自然流下型接触酸化◎接触ろ材マット状（
4,は沈殿槽（容量：１．２ｍ３）をそれぞれ設けてある。その他，施設の概要と諸元は表６．十，また平面構造は図６．４図にそれぞれ示すとおりである。写真６．５
5,の異なる沈殿槽（容量：０．２１〜０．７６ｍ３）を設けてある。その他，施設の概要と諸元は表６．十二に示すとおりである。写真６．６礫（割栗石）を均敷した浄化施設表
6,はなく、侵入するのは殆ど自殺行為です。前回も触れたように、トンネル名などの諸元を示すプレートは通常、坑門の左側に取り付けられているはずですが、見あたりません
7,光学系の分割２．７．６無限倍率における軸外正弦条件の導出図２．五十九にある様に諸元を定める．物界に存在する光軸に垂直な平面における微小な間隔ｄｙを持つ点Ａ（光軸
8,トルコンパワーシフト式が多い。写真４．１ブルドーザ（中型）２．２諸元，性能（１）諸元１）運転質量完全な作業装置（フロントアタッチメント）を装備して作業するときの総質量。つまり
9,。一の輪と動輪軸小歯車が，二の輪と行司軸小歯車が噛み合っています。各歯車の諸元を表２‐２に示します。これらの中で最初から与えられるものは表
10,の清掃を考え，排水路を二分して設置された人工芝充填浄化施設表６．２Ｙ市須久茂都市下水路浄化施設の概要と諸元（Ｙ市環境保全課資料より作成）◎設置年月昭和六十二年３月◎総事業費千四百七十万円◎浄化方法直接浄化方式自然流下型接触酸化◎接触ろ材ナイロン製人工芝
11,をもたないサスペンションでも便宜的にキングピンを考えることもある．キャスタ角，キングピン傾角といったキングピンに関する諸元の定義を図７‐四十八に示す．ダブルウイッシュボーンのように，ナックルにキングピン構造が
12,あのトラックは後輪にそれぞれデフが付いてるって事は６ＷＤなのですか？自衛隊車両の諸元は国家機密事項なのでココでのコメントは出来ません。
13,の装飾物になっている。船に乗り、後甲板へゆく途中、この船の諸元が書かれているのを見た。大きさは百六十二トンで、三百三十二人が定員である。運賃
14,の平面構造写真６．２施設直前にばっ気槽を設けている人工芝充填浄化施設表６．４Ｓ町阿部沼落とし堀水路浄化施設の概要と諸元（Ｓ町環境整備課資料より作成）◎設置年月昭和六十三年３月◎総事業費二千二百万円◎浄化方法直接浄化方式自然流下型接触酸化◎接触ろ材
15,割栗石）を重石にして充填した浄化施設表６．十Ｓ町大井一般排水路浄化施設の概要と諸元（Ｓ町環境保全課資料より作成）◎設置年月昭和六十三年十月◎総事業費七十五万円◎浄化方法直接浄化方式自然流下型直接酸化◎接触ろ材
