,0
0,乗り越えなくてはならないこともあるのです。そんなとき、人は無意識のうちに「未知の力」に頼ろうとするものです。目に見えない大きな存在に望みを
1,にならずに済んだだろうに。この二つの話からもわかるように、未知のもの、得体の知れないものほど不気味で恐いものはない。だから敵を寄せつけ
2,たのです。」欲望は相互的であり、その時二人の不幸な男女は「なにか未知なもの、思念よりさらに美しい力」によって貫かれていた。一瞬にして二人
3,面白いことが山ほど！すてきな偶然にきっと巡り合えるはず。■上司・先輩の場合未知の世界への夢先案内人。たとえ面倒に感じる間柄であっても、誘いには必ず乗っ
4,た。私はこの考えをもって今後黒部川の流れを味いたいと思い、この考えをもって未知の山に登ることを楽しみにしている。要するにこれは私の考えだけに
5,．この回折パターンの類型を見い出し，かつ，その物質の化学組成や密度がわかると，未知の結晶の結晶系や格子定数，さらに２つの結晶軸のなす角度等を求めることができる．次いで，
6,材料になっている。海外渡航歴は三回だけ。日本とのかかわりも浅く、周辺関係国にとっては未知の部分の多い大統領候補だ。変化への欲求象徴韓国の新進政治学者、咸成得・高麗大教授（三十九）
7,のアジア防災・防疫隊への組み換えを早急にお願いしたい。（推薦書籍）感染地図−歴史を変えた未知の病原体ｈｔｔｐ：／／ｗｗｗ．ｃｒｅａｇｅ．ｎｅ．ｊｐ／ａｐｐ／ＢｏｏｋＤｅｔａｉｌ？ｉｓｂｎ＝４３０９２５２１８４Ｈ５Ｎ１−強毒性新型インフルエンザウイルス日本上陸のシナリオｈｔｔｐ：／／ｗｗｗ．ｃｒｅａｇｅ．ｎｅ．ｊｐ／ａｐｐ／ＢｏｏｋＤｅｔａｉｌ？ｉｓｂｎ＝４４７８００２４０１Ｈ５Ｎ１型ウイルス襲来−新型インフルエンザから家族を
8,長期の日時や多額の経費，高度の技術力が必要である。すなわち，そこには未知の分野や不確実な要素が極めて多いので，運用上からみた要求性能を満足させ，
9,男性で生活していますので、フルタイムの経験もないしパスすることも自信なしです。未知のことばかりです。手術についても海外で考えていますが下手な医師に
10,な要素が変化の理由としてあるような印象が拭いがたい。マイルスの変化をジャズから未知の音楽への過程と位置づけるとすれば、コルトレーンのそれは、さながら音楽から音楽ならざる
11,を作っているに相違ない。生命の多様性を無視することは、私たち自身をそのような未知の異質な環境に投げ出す危険をはらんでいる。そんなことにでもなろうものなら私たち人間
12,には一拍遅れる。しかし、竜行も跳躍できずにいた。高鳥は、なにか未知なものを内に秘めている。それが見きわめられなかった。膠着した時が
13,日本人女性（浜）とともに怪しい島に乗り込んだ。５／十二土スター・トレック５新たなる未知へＳｔａｒＴｒｅｋⅤ：ＴｈｅＦｉｎａｌＦｒｏｎｔｉｅｒ（八十九年米）テレビ東京
14,、エリート官僚の福沢が出世になんの役にも立たない登山記録を偽ってまで、未知のルートを開こうとした二面性を棟居は面白くおもった。官僚にとって、山
15,ｔのどのような式で表される関数であるかは未知である。一般に，未知の関数の導関数を含む等式を，微分方程式という。ａ，ｂを定数と
16,私たちにとって、大変有意義なことであったと思われるのである。この読後感は、「未知の会」で行った読書会をもとに、彼女自身で熟読玩味した努力の成果である。
17,に）。だがこの島が発見されたのは千五百四十三年のことだ。ここでも未知の文明が地球の変化する地表を、何千年にもわたり継続的に調査してきた可能性が
18,は寂しがりやだからこまめに連絡するし色んな遊び知ってるし自分とは未知の世界で楽しいんじゃない？で…以外にまじめに恋愛するからよ…女はマメさ
19,種々の異なる外部環境に適応する遺伝情報がすべての細菌に常備されていると共に，未知の環境の激変に対応する変異体が必ず集団の中に産生され続けている．未知の
20,そのあとを追っかけまわす女性だけだと。性的に彼に惹かれ、彼の持つ未知な何かにスリルを感じ、少しぐらいお金がなかろうと、あるいは、生活のため
